"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Ohio"	"39"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	14	703398	Unreliable
	"Ohio"	"39"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	55	693759	7.9
	"Ohio"	"39"	"2015"	"2015"	"45-54 years"	"45-54"	"Female"	"F"	10	798725	Unreliable
	"Ohio"	"39"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	34	778380	4.4
	"Ohio"	"39"	"2015"	"2015"	"55-64 years"	"55-64"	"Male"	"M"	23	773289	3.0
	"Oklahoma"	"40"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	48	266102	18.0
	"Oklahoma"	"40"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	28	229849	12.2
	"Oklahoma"	"40"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	15	262484	Unreliable
	"Oklahoma"	"40"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	11	217390	Unreliable
	"Oklahoma"	"40"	"1999"	"1999"	"55-64 years"	"55-64"	"Male"	"M"	11	149688	Unreliable
	"Oklahoma"	"40"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	21	266919	7.9
	"Oklahoma"	"40"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	26	229473	11.3
	"Oklahoma"	"40"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	21	260722	8.1
	"Oklahoma"	"40"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	38	273225	13.9
	"Oklahoma"	"40"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	24	227097	10.6
	"Oklahoma"	"40"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	11	257869	Unreliable
	"Oklahoma"	"40"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	16	256672	Unreliable
	"Oklahoma"	"40"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	30	276788	10.8
	"Oklahoma"	"40"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	22	228092	9.6
	"Oklahoma"	"40"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	14	251686	Unreliable
	"Oklahoma"	"40"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	36	277037	13.0
	"Oklahoma"	"40"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	37	226787	16.3
	"Oklahoma"	"40"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	16	246522	Unreliable
	"Oklahoma"	"40"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	18	238750	Unreliable
	"Oklahoma"	"40"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	28	279413	10.0
	"Oklahoma"	"40"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	30	229290	13.1
	"Oklahoma"	"40"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	18	243245	Unreliable
	"Oklahoma"	"40"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	11	242243	Unreliable
	"Oklahoma"	"40"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	35	278494	12.6
	"Oklahoma"	"40"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	10	223795	Unreliable
	"Oklahoma"	"40"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	31	231097	13.4
	"Oklahoma"	"40"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	23	239419	9.6
	"Oklahoma"	"40"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	47	277696	16.9
	"Oklahoma"	"40"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	33	235257	14.0
	"Oklahoma"	"40"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	14	238344	Unreliable
	"Oklahoma"	"40"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	11	252183	Unreliable
	"Oklahoma"	"40"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	38	277296	13.7
	"Oklahoma"	"40"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	42	241511	17.4
	"Oklahoma"	"40"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	13	236698	Unreliable
	"Oklahoma"	"40"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	16	255732	Unreliable
	"Oklahoma"	"40"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	36	274445	13.1
	"Oklahoma"	"40"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	38	246915	15.4
	"Oklahoma"	"40"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	11	231261	Unreliable
	"Oklahoma"	"40"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	22	233642	9.4
	"Oklahoma"	"40"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	10	258589	Unreliable
	"Oklahoma"	"40"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	48	273958	17.5
	"Oklahoma"	"40"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	28	254178	11.0
	"Oklahoma"	"40"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	22	232552	9.5
	"Oklahoma"	"40"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	12	260091	Unreliable
	"Oklahoma"	"40"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	46	273578	16.8
	"Oklahoma"	"40"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	34	258822	13.1
	"Oklahoma"	"40"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	12	232389	Unreliable
	"Oklahoma"	"40"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	13	259747	Unreliable
	"Oklahoma"	"40"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	36	277507	13.0
	"Oklahoma"	"40"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	37	262906	14.1
	"Oklahoma"	"40"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	21	231436	9.1
	"Oklahoma"	"40"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	19	255576	Unreliable
	"Oklahoma"	"40"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	10	221826	Unreliable
	"Oklahoma"	"40"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	50	279358	17.9
	"Oklahoma"	"40"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	43	265252	16.2
	"Oklahoma"	"40"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	25	233135	10.7
	"Oklahoma"	"40"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	21	250571	8.4
	"Oklahoma"	"40"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	46	281480	16.3
	"Oklahoma"	"40"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	34	267113	12.7
	"Oklahoma"	"40"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	27	235648	11.5
	"Oklahoma"	"40"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	20	246628	8.1
	"Oklahoma"	"40"	"2014"	"2014"	"15-24 years"	"15-24"	"Female"	"F"	10	265123	Unreliable
	"Oklahoma"	"40"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	31	282078	11.0
	"Oklahoma"	"40"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	10	262995	Unreliable
	"Oklahoma"	"40"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	30	270115	11.1
	"Oklahoma"	"40"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	26	237109	11.0
	"Oklahoma"	"40"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	11	243714	Unreliable
	"Oklahoma"	"40"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	10	229841	Unreliable
	"Oklahoma"	"40"	"2015"	"2015"	"15-24 years"	"15-24"	"Female"	"F"	11	264494	Unreliable
	"Oklahoma"	"40"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	43	283203	15.2
	"Oklahoma"	"40"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	11	267063	Unreliable
	"Oklahoma"	"40"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	61	273176	22.3
	"Oklahoma"	"40"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	39	239522	16.3
	"Oklahoma"	"40"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	22	240616	9.1
	"Oregon"	"41"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	13	241023	Unreliable
	"Oregon"	"41"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	10	240533	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	15	243268	Unreliable
	"Oregon"	"41"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	15	263155	Unreliable
	"Oregon"	"41"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	13	248549	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	14	252680	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	12	246655	Unreliable
	"Oregon"	"41"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	10	257716	Unreliable
	"Oregon"	"41"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	14	254351	Unreliable
	"Oregon"	"41"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	15	254622	Unreliable
	"Oregon"	"41"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	16	246196	Unreliable
	"Oregon"	"41"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	10	253290	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	11	257226	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	11	246130	Unreliable
	"Oregon"	"41"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	16	259149	Unreliable
	"Oregon"	"41"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	11	248871	Unreliable
	"Oregon"	"41"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	12	253498	Unreliable
	"Oregon"	"41"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	10	260751	Unreliable
	"Oregon"	"41"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	15	258347	Unreliable
	"Oregon"	"41"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	11	259138	Unreliable
	"Oregon"	"41"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	12	264775	Unreliable
	"Oregon"	"41"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	14	261257	Unreliable
	"Oregon"	"41"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	13	268161	Unreliable
	"Oregon"	"41"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	16	269332	Unreliable
	"Oregon"	"41"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	11	270342	Unreliable
	"Oregon"	"41"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	18	261060	Unreliable
	"Oregon"	"41"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	26	280826	9.3
	"Oregon"	"41"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	13	256899	Unreliable
	"Pennsylvania"	"42"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	18	786043	Unreliable
	"Pennsylvania"	"42"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	172	802982	21.4
	"Pennsylvania"	"42"	"1999"	"1999"	"25-34 years"	"25-34"	"Female"	"F"	15	799419	Unreliable
	"Pennsylvania"	"42"	"1999"	"1999"	"25-34 years"	"25-34"	"Male"	"M"	108	790250	13.7
	"Pennsylvania"	"42"	"1999"	"1999"	"35-44 years"	"35-44"	"Female"	"F"	24	991694	2.4
	"Pennsylvania"	"42"	"1999"	"1999"	"35-44 years"	"35-44"	"Male"	"M"	48	966081	5.0
	"Pennsylvania"	"42"	"1999"	"1999"	"45-54 years"	"45-54"	"Male"	"M"	16	814584	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"15-24 years"	"15-24"	"Female"	"F"	10	790497	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	153	806575	19.0
	"Pennsylvania"	"42"	"2000"	"2000"	"25-34 years"	"25-34"	"Female"	"F"	17	783680	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"25-34 years"	"25-34"	"Male"	"M"	124	776806	16.0
	"Pennsylvania"	"42"	"2000"	"2000"	"35-44 years"	"35-44"	"Female"	"F"	18	986962	Unreliable
	"Pennsylvania"	"42"	"2000"	"2000"	"35-44 years"	"35-44"	"Male"	"M"	49	961114	5.1
	"Pennsylvania"	"42"	"2000"	"2000"	"45-54 years"	"45-54"	"Male"	"M"	24	838567	2.9
	"Pennsylvania"	"42"	"2001"	"2001"	"15-24 years"	"15-24"	"Female"	"F"	16	805453	Unreliable
	"Pennsylvania"	"42"	"2001"	"2001"	"15-24 years"	"15-24"	"Male"	"M"	170	824070	20.6
	"Pennsylvania"	"42"	"2001"	"2001"	"25-34 years"	"25-34"	"Female"	"F"	18	759961	Unreliable
	"Pennsylvania"	"42"	"2001"	"2001"	"25-34 years"	"25-34"	"Male"	"M"	107	754148	14.2
	"Pennsylvania"	"42"	"2001"	"2001"	"35-44 years"	"35-44"	"Female"	"F"	14	973817	Unreliable
	"Pennsylvania"	"42"	"2001"	"2001"	"35-44 years"	"35-44"	"Male"	"M"	54	947232	5.7
	"Pennsylvania"	"42"	"2001"	"2001"	"45-54 years"	"45-54"	"Male"	"M"	23	873521	2.6
	"Pennsylvania"	"42"	"2001"	"2001"	"55-64 years"	"55-64"	"Male"	"M"	10	550478	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"15-24 years"	"15-24"	"Female"	"F"	18	817238	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	164	839013	19.5
	"Pennsylvania"	"42"	"2002"	"2002"	"25-34 years"	"25-34"	"Female"	"F"	18	748559	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"25-34 years"	"25-34"	"Male"	"M"	122	745395	16.4
	"Pennsylvania"	"42"	"2002"	"2002"	"35-44 years"	"35-44"	"Female"	"F"	14	956926	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"35-44 years"	"35-44"	"Male"	"M"	59	930870	6.3
	"Pennsylvania"	"42"	"2002"	"2002"	"45-54 years"	"45-54"	"Female"	"F"	12	910363	Unreliable
	"Pennsylvania"	"42"	"2002"	"2002"	"45-54 years"	"45-54"	"Male"	"M"	18	882375	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"15-24 years"	"15-24"	"Female"	"F"	11	827001	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	180	854791	21.1
	"Pennsylvania"	"42"	"2003"	"2003"	"25-34 years"	"25-34"	"Female"	"F"	15	743768	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"25-34 years"	"25-34"	"Male"	"M"	123	741583	16.6
	"Pennsylvania"	"42"	"2003"	"2003"	"35-44 years"	"35-44"	"Female"	"F"	14	937746	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"35-44 years"	"35-44"	"Male"	"M"	61	913686	6.7
	"Pennsylvania"	"42"	"2003"	"2003"	"45-54 years"	"45-54"	"Female"	"F"	12	926196	Unreliable
	"Pennsylvania"	"42"	"2003"	"2003"	"45-54 years"	"45-54"	"Male"	"M"	29	898083	3.2
	"Pennsylvania"	"42"	"2004"	"2004"	"15-24 years"	"15-24"	"Female"	"F"	15	835665	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	"15-24 years"	"15-24"	"Male"	"M"	170	865885	19.6
	"Pennsylvania"	"42"	"2004"	"2004"	"25-34 years"	"25-34"	"Female"	"F"	13	739586	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	"25-34 years"	"25-34"	"Male"	"M"	145	737158	19.7
	"Pennsylvania"	"42"	"2004"	"2004"	"35-44 years"	"35-44"	"Female"	"F"	19	920035	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	"35-44 years"	"35-44"	"Male"	"M"	65	897765	7.2
	"Pennsylvania"	"42"	"2004"	"2004"	"45-54 years"	"45-54"	"Female"	"F"	16	943376	Unreliable
	"Pennsylvania"	"42"	"2004"	"2004"	"45-54 years"	"45-54"	"Male"	"M"	26	913990	2.8
	"Pennsylvania"	"42"	"2004"	"2004"	"55-64 years"	"55-64"	"Male"	"M"	12	636060	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	"15-24 years"	"15-24"	"Female"	"F"	18	845678	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	"15-24 years"	"15-24"	"Male"	"M"	199	877390	22.7
	"Pennsylvania"	"42"	"2005"	"2005"	"25-34 years"	"25-34"	"Female"	"F"	18	735250	Unreliable
	"Pennsylvania"	"42"	"2005"	"2005"	"25-34 years"	"25-34"	"Male"	"M"	154	732793	21.0
	"Pennsylvania"	"42"	"2005"	"2005"	"35-44 years"	"35-44"	"Male"	"M"	66	884353	7.5
	"Pennsylvania"	"42"	"2005"	"2005"	"45-54 years"	"45-54"	"Male"	"M"	27	929158	2.9
	"Pennsylvania"	"42"	"2005"	"2005"	"55-64 years"	"55-64"	"Male"	"M"	10	662238	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	"15-24 years"	"15-24"	"Female"	"F"	16	855479	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	"15-24 years"	"15-24"	"Male"	"M"	243	890076	27.3
	"Pennsylvania"	"42"	"2006"	"2006"	"25-34 years"	"25-34"	"Male"	"M"	162	730154	22.2
	"Pennsylvania"	"42"	"2006"	"2006"	"35-44 years"	"35-44"	"Female"	"F"	15	891536	Unreliable
	"Pennsylvania"	"42"	"2006"	"2006"	"35-44 years"	"35-44"	"Male"	"M"	65	872416	7.5
	"Pennsylvania"	"42"	"2006"	"2006"	"45-54 years"	"45-54"	"Male"	"M"	39	942912	4.1
	"Pennsylvania"	"42"	"2006"	"2006"	"55-64 years"	"55-64"	"Male"	"M"	12	688920	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"15-24 years"	"15-24"	"Female"	"F"	10	862722	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"15-24 years"	"15-24"	"Male"	"M"	196	895831	21.9
	"Pennsylvania"	"42"	"2007"	"2007"	"25-34 years"	"25-34"	"Female"	"F"	22	732396	3.0
	"Pennsylvania"	"42"	"2007"	"2007"	"25-34 years"	"25-34"	"Male"	"M"	153	732382	20.9
	"Pennsylvania"	"42"	"2007"	"2007"	"35-44 years"	"35-44"	"Female"	"F"	17	874155	Unreliable
	"Pennsylvania"	"42"	"2007"	"2007"	"35-44 years"	"35-44"	"Male"	"M"	70	858379	8.2
	"Pennsylvania"	"42"	"2007"	"2007"	"45-54 years"	"45-54"	"Male"	"M"	49	949652	5.2
	"Pennsylvania"	"42"	"2008"	"2008"	"15-24 years"	"15-24"	"Female"	"F"	18	866759	Unreliable
	"Pennsylvania"	"42"	"2008"	"2008"	"15-24 years"	"15-24"	"Male"	"M"	182	899407	20.2
	"Pennsylvania"	"42"	"2008"	"2008"	"25-34 years"	"25-34"	"Male"	"M"	150	740635	20.3
	"Pennsylvania"	"42"	"2008"	"2008"	"35-44 years"	"35-44"	"Female"	"F"	16	853198	Unreliable
	"Pennsylvania"	"42"	"2008"	"2008"	"35-44 years"	"35-44"	"Male"	"M"	72	839671	8.6
	"Pennsylvania"	"42"	"2008"	"2008"	"45-54 years"	"45-54"	"Female"	"F"	12	984547	Unreliable
	"Pennsylvania"	"42"	"2008"	"2008"	"45-54 years"	"45-54"	"Male"	"M"	34	953280	3.6
	"Pennsylvania"	"42"	"2008"	"2008"	"55-64 years"	"55-64"	"Male"	"M"	11	735644	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"15-24 years"	"15-24"	"Female"	"F"	19	873332	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"15-24 years"	"15-24"	"Male"	"M"	167	903974	18.5
	"Pennsylvania"	"42"	"2009"	"2009"	"25-34 years"	"25-34"	"Female"	"F"	20	748014	2.7
	"Pennsylvania"	"42"	"2009"	"2009"	"25-34 years"	"25-34"	"Male"	"M"	127	750769	16.9
	"Pennsylvania"	"42"	"2009"	"2009"	"35-44 years"	"35-44"	"Female"	"F"	18	830265	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"35-44 years"	"35-44"	"Male"	"M"	58	817096	7.1
	"Pennsylvania"	"42"	"2009"	"2009"	"45-54 years"	"45-54"	"Female"	"F"	10	987352	Unreliable
	"Pennsylvania"	"42"	"2009"	"2009"	"45-54 years"	"45-54"	"Male"	"M"	23	956246	2.4
	"Pennsylvania"	"42"	"2009"	"2009"	"55-64 years"	"55-64"	"Male"	"M"	10	763516	Unreliable
	"Pennsylvania"	"42"	"2010"	"2010"	"15-24 years"	"15-24"	"Female"	"F"	15	874861	Unreliable
	"Pennsylvania"	"42"	"2010"	"2010"	"15-24 years"	"15-24"	"Male"	"M"	196	904351	21.7
	"Pennsylvania"	"42"	"2010"	"2010"	"25-34 years"	"25-34"	"Male"	"M"	120	757250	15.8
	"Pennsylvania"	"42"	"2010"	"2010"	"35-44 years"	"35-44"	"Female"	"F"	14	813808	Unreliable
	"Pennsylvania"	"42"	"2010"	"2010"	"35-44 years"	"35-44"	"Male"	"M"	64	801861	8.0
	"Pennsylvania"	"42"	"2010"	"2010"	"45-54 years"	"45-54"	"Male"	"M"	36	954832	3.8
	"Pennsylvania"	"42"	"2010"	"2010"	"55-64 years"	"55-64"	"Male"	"M"	13	788210	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Female"	"F"	17	869818	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"15-24 years"	"15-24"	"Male"	"M"	206	900706	22.9
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Female"	"F"	13	770483	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"25-34 years"	"25-34"	"Male"	"M"	125	776532	16.1
	"Pennsylvania"	"42"	"2011"	"2011"	"35-44 years"	"35-44"	"Female"	"F"	13	792955	Unreliable
	"Pennsylvania"	"42"	"2011"	"2011"	"35-44 years"	"35-44"	"Male"	"M"	62	783168	7.9
	"Pennsylvania"	"42"	"2011"	"2011"	"45-54 years"	"45-54"	"Male"	"M"	27	942287	2.9
	"Pennsylvania"	"42"	"2011"	"2011"	"55-64 years"	"55-64"	"Male"	"M"	18	823559	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Female"	"F"	18	863563	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"15-24 years"	"15-24"	"Male"	"M"	203	892438	22.7
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Female"	"F"	18	783141	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"25-34 years"	"25-34"	"Male"	"M"	132	793390	16.6
	"Pennsylvania"	"42"	"2012"	"2012"	"35-44 years"	"35-44"	"Male"	"M"	80	770966	10.4
	"Pennsylvania"	"42"	"2012"	"2012"	"45-54 years"	"45-54"	"Female"	"F"	10	955183	Unreliable
	"Pennsylvania"	"42"	"2012"	"2012"	"45-54 years"	"45-54"	"Male"	"M"	38	925653	4.1
	"Pennsylvania"	"42"	"2012"	"2012"	"55-64 years"	"55-64"	"Male"	"M"	13	830939	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Female"	"F"	10	848084	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"15-24 years"	"15-24"	"Male"	"M"	160	878114	18.2
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Female"	"F"	15	798608	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"25-34 years"	"25-34"	"Male"	"M"	118	813225	14.5
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Female"	"F"	12	767846	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"35-44 years"	"35-44"	"Male"	"M"	80	761555	10.5
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Female"	"F"	15	934053	Unreliable
	"Pennsylvania"	"42"	"2013"	"2013"	"45-54 years"	"45-54"	"Male"	"M"	34	906126	3.8
	"Pennsylvania"	"42"	"2013"	"2013"	"55-64 years"	"55-64"	"Male"	"M"	13	846405	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"15-24 years"	"15-24"	"Male"	"M"	150	867591	17.3
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Female"	"F"	20	810899	2.5
	"Pennsylvania"	"42"	"2014"	"2014"	"25-34 years"	"25-34"	"Male"	"M"	123	829259	14.8
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Female"	"F"	20	759230	2.6
	"Pennsylvania"	"42"	"2014"	"2014"	"35-44 years"	"35-44"	"Male"	"M"	71	753551	9.4
	"Pennsylvania"	"42"	"2014"	"2014"	"45-54 years"	"45-54"	"Female"	"F"	11	915484	Unreliable
	"Pennsylvania"	"42"	"2014"	"2014"	"45-54 years"	"45-54"	"Male"	"M"	31	889285	3.5
	"Pennsylvania"	"42"	"2014"	"2014"	"55-64 years"	"55-64"	"Male"	"M"	11	859653	Unreliable
	"Pennsylvania"	"42"	"2015"	"2015"	"15-24 years"	"15-24"	"Male"	"M"	189	856589	22.1
	"Pennsylvania"	"42"	"2015"	"2015"	"25-34 years"	"25-34"	"Female"	"F"	15	821159	Unreliable
	"Pennsylvania"	"42"	"2015"	"2015"	"25-34 years"	"25-34"	"Male"	"M"	144	841908	17.1
	"Pennsylvania"	"42"	"2015"	"2015"	"35-44 years"	"35-44"	"Female"	"F"	11	752547	Unreliable
	"Pennsylvania"	"42"	"2015"	"2015"	"35-44 years"	"35-44"	"Male"	"M"	75	746761	10.0
	"Pennsylvania"	"42"	"2015"	"2015"	"45-54 years"	"45-54"	"Male"	"M"	36	874888	4.1
	"Rhode Island"	"44"	"2000"	"2000"	"15-24 years"	"15-24"	"Male"	"M"	12	73794	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"15-24 years"	"15-24"	"Male"	"M"	11	77787	Unreliable
	"Rhode Island"	"44"	"2003"	"2003"	"15-24 years"	"15-24"	"Male"	"M"	12	78326	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"15-24 years"	"15-24"	"Female"	"F"	10	281617	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"15-24 years"	"15-24"	"Male"	"M"	56	291711	19.2
