"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"Oregon"	"41"	"2005"	"2005"	"Female"	"F"	17	1823447	Unreliable
	"Oregon"	"41"	"2005"	"2005"	"Male"	"M"	37	1789755	2.1
	"Oregon"	"41"	"2006"	"2006"	"Female"	"F"	17	1853117	Unreliable
	"Oregon"	"41"	"2006"	"2006"	"Male"	"M"	46	1817766	2.5
	"Oregon"	"41"	"2007"	"2007"	"Female"	"F"	10	1879347	Unreliable
	"Oregon"	"41"	"2007"	"2007"	"Male"	"M"	33	1843070	1.8
	"Oregon"	"41"	"2008"	"2008"	"Male"	"M"	41	1865213	2.2
	"Oregon"	"41"	"2009"	"2009"	"Female"	"F"	16	1923209	Unreliable
	"Oregon"	"41"	"2009"	"2009"	"Male"	"M"	39	1885391	2.1
	"Oregon"	"41"	"2010"	"2010"	"Female"	"F"	22	1935072	1.1
	"Oregon"	"41"	"2010"	"2010"	"Male"	"M"	38	1896002	2.0
	"Oregon"	"41"	"2011"	"2011"	"Female"	"F"	16	1955239	Unreliable
	"Oregon"	"41"	"2011"	"2011"	"Male"	"M"	46	1916620	2.4
	"Oregon"	"41"	"2012"	"2012"	"Female"	"F"	16	1968641	Unreliable
	"Oregon"	"41"	"2012"	"2012"	"Male"	"M"	37	1930712	1.9
	"Oregon"	"41"	"2013"	"2013"	"Female"	"F"	17	1985655	Unreliable
	"Oregon"	"41"	"2013"	"2013"	"Male"	"M"	37	1944410	1.9
	"Oregon"	"41"	"2014"	"2014"	"Female"	"F"	19	2006139	Unreliable
	"Oregon"	"41"	"2014"	"2014"	"Male"	"M"	34	1964100	1.7
	"Oregon"	"41"	"2015"	"2015"	"Female"	"F"	22	2035807	1.1
	"Oregon"	"41"	"2015"	"2015"	"Male"	"M"	72	1993170	3.6
	"Pennsylvania"	"42"	"1999"	"1999"	"Female"	"F"	70	6347064	1.1
	"Pennsylvania"	"42"	"1999"	"1999"	"Male"	"M"	358	5916741	6.1
	"Pennsylvania"	"42"	"2000"	"2000"	"Female"	"F"	72	6351391	1.1
	"Pennsylvania"	"42"	"2000"	"2000"	"Male"	"M"	367	5929663	6.2
	"Pennsylvania"	"42"	"2001"	"2001"	"Female"	"F"	67	6354395	1.1
	"Pennsylvania"	"42"	"2001"	"2001"	"Male"	"M"	377	5944575	6.3
	"Pennsylvania"	"42"	"2002"	"2002"	"Female"	"F"	76	6363832	1.2
	"Pennsylvania"	"42"	"2002"	"2002"	"Male"	"M"	380	5967199	6.4
	"Pennsylvania"	"42"	"2003"	"2003"	"Female"	"F"	57	6377894	0.9
	"Pennsylvania"	"42"	"2003"	"2003"	"Male"	"M"	410	5996764	6.8
	"Pennsylvania"	"42"	"2004"	"2004"	"Female"	"F"	74	6390749	1.2
	"Pennsylvania"	"42"	"2004"	"2004"	"Male"	"M"	430	6019973	7.1
	"Pennsylvania"	"42"	"2005"	"2005"	"Female"	"F"	68	6405053	1.1
	"Pennsylvania"	"42"	"2005"	"2005"	"Male"	"M"	467	6044937	7.7
	"Pennsylvania"	"42"	"2006"	"2006"	"Female"	"F"	62	6429312	1.0
	"Pennsylvania"	"42"	"2006"	"2006"	"Male"	"M"	531	6081497	8.7
	"Pennsylvania"	"42"	"2007"	"2007"	"Female"	"F"	69	6452087	1.1
	"Pennsylvania"	"42"	"2007"	"2007"	"Male"	"M"	485	6111850	7.9
	"Pennsylvania"	"42"	"2008"	"2008"	"Female"	"F"	64	6473295	1.0
	"Pennsylvania"	"42"	"2008"	"2008"	"Male"	"M"	460	6138990	7.5
	"Pennsylvania"	"42"	"2009"	"2009"	"Female"	"F"	85	6497024	1.3
	"Pennsylvania"	"42"	"2009"	"2009"	"Male"	"M"	398	6169834	6.5
	"Pennsylvania"	"42"	"2010"	"2010"	"Female"	"F"	58	6512016	0.9
	"Pennsylvania"	"42"	"2010"	"2010"	"Male"	"M"	443	6190363	7.2
	"Pennsylvania"	"42"	"2011"	"2011"	"Female"	"F"	64	6528324	1.0
	"Pennsylvania"	"42"	"2011"	"2011"	"Male"	"M"	448	6214562	7.2
	"Pennsylvania"	"42"	"2012"	"2012"	"Female"	"F"	71	6533359	1.1
	"Pennsylvania"	"42"	"2012"	"2012"	"Male"	"M"	476	6230177	7.6
	"Pennsylvania"	"42"	"2013"	"2013"	"Female"	"F"	71	6531461	1.1
	"Pennsylvania"	"42"	"2013"	"2013"	"Male"	"M"	415	6242340	6.6
	"Pennsylvania"	"42"	"2014"	"2014"	"Female"	"F"	74	6533392	1.1
	"Pennsylvania"	"42"	"2014"	"2014"	"Male"	"M"	392	6253817	6.3
	"Pennsylvania"	"42"	"2015"	"2015"	"Female"	"F"	56	6538129	0.9
	"Pennsylvania"	"42"	"2015"	"2015"	"Male"	"M"	466	6264374	7.4
	"Rhode Island"	"44"	"1999"	"1999"	"Male"	"M"	17	499678	Unreliable
	"Rhode Island"	"44"	"2000"	"2000"	"Male"	"M"	25	503635	5.0
	"Rhode Island"	"44"	"2001"	"2001"	"Male"	"M"	18	508168	Unreliable
	"Rhode Island"	"44"	"2002"	"2002"	"Male"	"M"	22	512905	4.3
	"Rhode Island"	"44"	"2003"	"2003"	"Male"	"M"	20	515752	3.9
	"Rhode Island"	"44"	"2004"	"2004"	"Male"	"M"	14	518204	Unreliable
	"Rhode Island"	"44"	"2005"	"2005"	"Male"	"M"	16	515084	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	"Male"	"M"	14	512962	Unreliable
	"Rhode Island"	"44"	"2007"	"2007"	"Male"	"M"	13	510456	Unreliable
	"Rhode Island"	"44"	"2008"	"2008"	"Male"	"M"	17	509591	Unreliable
	"Rhode Island"	"44"	"2009"	"2009"	"Male"	"M"	13	508882	Unreliable
	"Rhode Island"	"44"	"2010"	"2010"	"Male"	"M"	16	508400	Unreliable
	"Rhode Island"	"44"	"2012"	"2012"	"Male"	"M"	14	508276	Unreliable
	"Rhode Island"	"44"	"2013"	"2013"	"Male"	"M"	13	509427	Unreliable
	"Rhode Island"	"44"	"2014"	"2014"	"Male"	"M"	12	511363	Unreliable
	"South Carolina"	"45"	"1999"	"1999"	"Female"	"F"	55	2045606	2.7
	"South Carolina"	"45"	"1999"	"1999"	"Male"	"M"	168	1929076	8.7
	"South Carolina"	"45"	"2000"	"2000"	"Female"	"F"	26	2063083	1.3
	"South Carolina"	"45"	"2000"	"2000"	"Male"	"M"	143	1948929	7.3
	"South Carolina"	"45"	"2001"	"2001"	"Female"	"F"	44	2089963	2.1
	"South Carolina"	"45"	"2001"	"2001"	"Male"	"M"	184	1975032	9.3
	"South Carolina"	"45"	"2002"	"2002"	"Female"	"F"	46	2111069	2.2
	"South Carolina"	"45"	"2002"	"2002"	"Male"	"M"	181	1996726	9.1
	"South Carolina"	"45"	"2003"	"2003"	"Female"	"F"	47	2133967	2.2
	"South Carolina"	"45"	"2003"	"2003"	"Male"	"M"	189	2016330	9.4
	"South Carolina"	"45"	"2004"	"2004"	"Female"	"F"	44	2162305	2.0
	"South Carolina"	"45"	"2004"	"2004"	"Male"	"M"	176	2048616	8.6
	"South Carolina"	"45"	"2005"	"2005"	"Female"	"F"	41	2192345	1.9
	"South Carolina"	"45"	"2005"	"2005"	"Male"	"M"	194	2077805	9.3
	"South Carolina"	"45"	"2006"	"2006"	"Female"	"F"	65	2237655	2.9
	"South Carolina"	"45"	"2006"	"2006"	"Male"	"M"	209	2120192	9.9
	"South Carolina"	"45"	"2007"	"2007"	"Female"	"F"	41	2280792	1.8
	"South Carolina"	"45"	"2007"	"2007"	"Male"	"M"	214	2163318	9.9
	"South Carolina"	"45"	"2008"	"2008"	"Female"	"F"	34	2325047	1.5
	"South Carolina"	"45"	"2008"	"2008"	"Male"	"M"	215	2203949	9.8
	"South Carolina"	"45"	"2009"	"2009"	"Female"	"F"	43	2357030	1.8
	"South Carolina"	"45"	"2009"	"2009"	"Male"	"M"	192	2232842	8.6
	"South Carolina"	"45"	"2010"	"2010"	"Female"	"F"	39	2375263	1.6
	"South Carolina"	"45"	"2010"	"2010"	"Male"	"M"	190	2250101	8.4
	"South Carolina"	"45"	"2011"	"2011"	"Female"	"F"	52	2402602	2.2
	"South Carolina"	"45"	"2011"	"2011"	"Male"	"M"	201	2276628	8.8
	"South Carolina"	"45"	"2012"	"2012"	"Female"	"F"	53	2426510	2.2
	"South Carolina"	"45"	"2012"	"2012"	"Male"	"M"	220	2297213	9.6
	"South Carolina"	"45"	"2013"	"2013"	"Female"	"F"	64	2451720	2.6
	"South Carolina"	"45"	"2013"	"2013"	"Male"	"M"	180	2323119	7.7
	"South Carolina"	"45"	"2014"	"2014"	"Female"	"F"	51	2483088	2.1
	"South Carolina"	"45"	"2014"	"2014"	"Male"	"M"	215	2349394	9.2
	"South Carolina"	"45"	"2015"	"2015"	"Female"	"F"	60	2517178	2.4
	"South Carolina"	"45"	"2015"	"2015"	"Male"	"M"	300	2378968	12.6
	"South Dakota"	"46"	"2015"	"2015"	"Male"	"M"	12	431976	Unreliable
	"Tennessee"	"47"	"1999"	"1999"	"Female"	"F"	46	2897466	1.6
	"Tennessee"	"47"	"1999"	"1999"	"Male"	"M"	240	2741240	8.8
	"Tennessee"	"47"	"2000"	"2000"	"Female"	"F"	56	2919008	1.9
	"Tennessee"	"47"	"2000"	"2000"	"Male"	"M"	287	2770275	10.4
	"Tennessee"	"47"	"2001"	"2001"	"Female"	"F"	58	2948421	2.0
	"Tennessee"	"47"	"2001"	"2001"	"Male"	"M"	249	2802368	8.9
	"Tennessee"	"47"	"2002"	"2002"	"Female"	"F"	67	2971873	2.3
	"Tennessee"	"47"	"2002"	"2002"	"Male"	"M"	256	2824045	9.1
	"Tennessee"	"47"	"2003"	"2003"	"Female"	"F"	52	3000983	1.7
	"Tennessee"	"47"	"2003"	"2003"	"Male"	"M"	247	2846829	8.7
	"Tennessee"	"47"	"2004"	"2004"	"Female"	"F"	44	3027931	1.5
	"Tennessee"	"47"	"2004"	"2004"	"Male"	"M"	242	2882878	8.4
	"Tennessee"	"47"	"2005"	"2005"	"Female"	"F"	59	3068439	1.9
	"Tennessee"	"47"	"2005"	"2005"	"Male"	"M"	312	2922618	10.7
	"Tennessee"	"47"	"2006"	"2006"	"Female"	"F"	55	3121455	1.8
	"Tennessee"	"47"	"2006"	"2006"	"Male"	"M"	275	2967311	9.3
	"Tennessee"	"47"	"2007"	"2007"	"Female"	"F"	51	3162280	1.6
	"Tennessee"	"47"	"2007"	"2007"	"Male"	"M"	292	3013447	9.7
	"Tennessee"	"47"	"2008"	"2008"	"Female"	"F"	49	3203115	1.5
	"Tennessee"	"47"	"2008"	"2008"	"Male"	"M"	287	3044296	9.4
	"Tennessee"	"47"	"2009"	"2009"	"Female"	"F"	46	3231769	1.4
	"Tennessee"	"47"	"2009"	"2009"	"Male"	"M"	301	3074250	9.8
	"Tennessee"	"47"	"2010"	"2010"	"Female"	"F"	48	3252601	1.5
	"Tennessee"	"47"	"2010"	"2010"	"Male"	"M"	245	3093504	7.9
	"Tennessee"	"47"	"2011"	"2011"	"Female"	"F"	60	3282422	1.8
	"Tennessee"	"47"	"2011"	"2011"	"Male"	"M"	249	3120931	8.0
	"Tennessee"	"47"	"2012"	"2012"	"Female"	"F"	49	3307480	1.5
	"Tennessee"	"47"	"2012"	"2012"	"Male"	"M"	278	3148763	8.8
	"Tennessee"	"47"	"2013"	"2013"	"Female"	"F"	59	3328884	1.8
	"Tennessee"	"47"	"2013"	"2013"	"Male"	"M"	250	3167094	7.9
	"Tennessee"	"47"	"2014"	"2014"	"Female"	"F"	46	3357172	1.4
	"Tennessee"	"47"	"2014"	"2014"	"Male"	"M"	269	3192180	8.4
	"Tennessee"	"47"	"2015"	"2015"	"Female"	"F"	75	3382838	2.2
	"Tennessee"	"47"	"2015"	"2015"	"Male"	"M"	288	3217461	9.0
	"Texas"	"48"	"1999"	"1999"	"Female"	"F"	136	10360202	1.3
	"Texas"	"48"	"1999"	"1999"	"Male"	"M"	658	10198018	6.5
	"Texas"	"48"	"2000"	"2000"	"Female"	"F"	149	10498910	1.4
	"Texas"	"48"	"2000"	"2000"	"Male"	"M"	655	10352910	6.3
	"Texas"	"48"	"2001"	"2001"	"Female"	"F"	160	10731190	1.5
	"Texas"	"48"	"2001"	"2001"	"Male"	"M"	713	10588432	6.7
	"Texas"	"48"	"2002"	"2002"	"Female"	"F"	163	10914653	1.5
	"Texas"	"48"	"2002"	"2002"	"Male"	"M"	726	10775672	6.7
	"Texas"	"48"	"2003"	"2003"	"Female"	"F"	184	11095953	1.7
	"Texas"	"48"	"2003"	"2003"	"Male"	"M"	790	10934978	7.2
	"Texas"	"48"	"2004"	"2004"	"Female"	"F"	154	11278402	1.4
	"Texas"	"48"	"2004"	"2004"	"Male"	"M"	769	11115621	6.9
	"Texas"	"48"	"2005"	"2005"	"Female"	"F"	175	11470439	1.5
	"Texas"	"48"	"2005"	"2005"	"Male"	"M"	834	11307684	7.4
	"Texas"	"48"	"2006"	"2006"	"Female"	"F"	186	11771243	1.6
	"Texas"	"48"	"2006"	"2006"	"Male"	"M"	847	11588337	7.3
	"Texas"	"48"	"2007"	"2007"	"Female"	"F"	157	12010572	1.3
	"Texas"	"48"	"2007"	"2007"	"Male"	"M"	872	11821411	7.4
	"Texas"	"48"	"2008"	"2008"	"Female"	"F"	186	12249936	1.5
	"Texas"	"48"	"2008"	"2008"	"Male"	"M"	820	12059103	6.8
	"Texas"	"48"	"2009"	"2009"	"Female"	"F"	184	12500150	1.5
	"Texas"	"48"	"2009"	"2009"	"Male"	"M"	819	12301611	6.7
	"Texas"	"48"	"2010"	"2010"	"Female"	"F"	181	12673281	1.4
	"Texas"	"48"	"2010"	"2010"	"Male"	"M"	732	12472280	5.9
	"Texas"	"48"	"2011"	"2011"	"Female"	"F"	147	12932239	1.1
	"Texas"	"48"	"2011"	"2011"	"Male"	"M"	665	12742442	5.2
	"Texas"	"48"	"2012"	"2012"	"Female"	"F"	154	13111469	1.2
	"Texas"	"48"	"2012"	"2012"	"Male"	"M"	740	12947734	5.7
	"Texas"	"48"	"2013"	"2013"	"Female"	"F"	162	13301191	1.2
	"Texas"	"48"	"2013"	"2013"	"Male"	"M"	750	13147002	5.7
	"Texas"	"48"	"2014"	"2014"	"Female"	"F"	190	13574572	1.4
	"Texas"	"48"	"2014"	"2014"	"Male"	"M"	775	13382386	5.8
	"Texas"	"48"	"2015"	"2015"	"Female"	"F"	180	13831324	1.3
	"Texas"	"48"	"2015"	"2015"	"Male"	"M"	930	13637790	6.8
	"Utah"	"49"	"1999"	"1999"	"Male"	"M"	22	1103315	2.0
	"Utah"	"49"	"2000"	"2000"	"Male"	"M"	13	1119031	Unreliable
	"Utah"	"49"	"2001"	"2001"	"Female"	"F"	14	1139182	Unreliable
	"Utah"	"49"	"2001"	"2001"	"Male"	"M"	26	1144533	2.3
	"Utah"	"49"	"2002"	"2002"	"Male"	"M"	19	1165962	Unreliable
	"Utah"	"49"	"2003"	"2003"	"Male"	"M"	29	1184270	2.4
	"Utah"	"49"	"2004"	"2004"	"Male"	"M"	23	1204831	1.9
	"Utah"	"49"	"2005"	"2005"	"Female"	"F"	11	1224741	Unreliable
	"Utah"	"49"	"2005"	"2005"	"Male"	"M"	22	1232978	1.8
	"Utah"	"49"	"2006"	"2006"	"Male"	"M"	20	1267516	1.6
	"Utah"	"49"	"2007"	"2007"	"Male"	"M"	31	1305074	2.4
	"Utah"	"49"	"2008"	"2008"	"Female"	"F"	10	1325631	Unreliable
	"Utah"	"49"	"2008"	"2008"	"Male"	"M"	14	1337398	Unreliable
	"Utah"	"49"	"2009"	"2009"	"Male"	"M"	21	1367912	1.5
	"Utah"	"49"	"2010"	"2010"	"Male"	"M"	18	1388317	Unreliable
	"Utah"	"49"	"2011"	"2011"	"Female"	"F"	10	1401715	Unreliable
	"Utah"	"49"	"2011"	"2011"	"Male"	"M"	17	1415507	Unreliable
	"Utah"	"49"	"2012"	"2012"	"Male"	"M"	20	1435860	1.4
	"Utah"	"49"	"2013"	"2013"	"Female"	"F"	13	1441891	Unreliable
	"Utah"	"49"	"2013"	"2013"	"Male"	"M"	20	1458981	1.4
	"Utah"	"49"	"2014"	"2014"	"Female"	"F"	13	1463152	Unreliable
	"Utah"	"49"	"2014"	"2014"	"Male"	"M"	23	1479750	1.6
	"Utah"	"49"	"2015"	"2015"	"Female"	"F"	10	1488819	Unreliable
	"Utah"	"49"	"2015"	"2015"	"Male"	"M"	31	1507100	2.1
	"Virginia"	"51"	"1999"	"1999"	"Female"	"F"	59	3569683	1.7
	"Virginia"	"51"	"1999"	"1999"	"Male"	"M"	221	3430491	6.4
	"Virginia"	"51"	"2000"	"2000"	"Female"	"F"	68	3606620	1.9
	"Virginia"	"51"	"2000"	"2000"	"Male"	"M"	216	3471895	6.2
	"Virginia"	"51"	"2001"	"2001"	"Female"	"F"	62	3665386	1.7
	"Virginia"	"51"	"2001"	"2001"	"Male"	"M"	213	3532976	6.0
	"Virginia"	"51"	"2002"	"2002"	"Female"	"F"	57	3713695	1.5
	"Virginia"	"51"	"2002"	"2002"	"Male"	"M"	229	3573178	6.4
	"Virginia"	"51"	"2003"	"2003"	"Female"	"F"	58	3757780	1.5
	"Virginia"	"51"	"2003"	"2003"	"Male"	"M"	278	3609197	7.7
	"Virginia"	"51"	"2004"	"2004"	"Female"	"F"	61	3814310	1.6
	"Virginia"	"51"	"2004"	"2004"	"Male"	"M"	234	3661265	6.4
	"Virginia"	"51"	"2005"	"2005"	"Female"	"F"	57	3863646	1.5
	"Virginia"	"51"	"2005"	"2005"	"Male"	"M"	296	3713459	8.0
	"Virginia"	"51"	"2006"	"2006"	"Female"	"F"	48	3908475	1.2
	"Virginia"	"51"	"2006"	"2006"	"Male"	"M"	236	3765250	6.3
	"Virginia"	"51"	"2007"	"2007"	"Female"	"F"	54	3947966	1.4
	"Virginia"	"51"	"2007"	"2007"	"Male"	"M"	254	3803034	6.7
	"Virginia"	"51"	"2008"	"2008"	"Female"	"F"	40	3988983	1.0
	"Virginia"	"51"	"2008"	"2008"	"Male"	"M"	211	3844513	5.5
	"Virginia"	"51"	"2009"	"2009"	"Female"	"F"	50	4037895	1.2
	"Virginia"	"51"	"2009"	"2009"	"Male"	"M"	222	3888042	5.7
	"Virginia"	"51"	"2010"	"2010"	"Female"	"F"	62	4075041	1.5
	"Virginia"	"51"	"2010"	"2010"	"Male"	"M"	209	3925983	5.3
	"Virginia"	"51"	"2011"	"2011"	"Female"	"F"	51	4120439	1.2
	"Virginia"	"51"	"2011"	"2011"	"Male"	"M"	180	3976165	4.5
	"Virginia"	"51"	"2012"	"2012"	"Female"	"F"	25	4164342	0.6
	"Virginia"	"51"	"2012"	"2012"	"Male"	"M"	199	4021525	4.9
	"Virginia"	"51"	"2013"	"2013"	"Female"	"F"	37	4198203	0.9
	"Virginia"	"51"	"2013"	"2013"	"Male"	"M"	196	4062202	4.8
	"Virginia"	"51"	"2014"	"2014"	"Female"	"F"	49	4231045	1.2
	"Virginia"	"51"	"2014"	"2014"	"Male"	"M"	186	4095244	4.5
	"Virginia"	"51"	"2015"	"2015"	"Female"	"F"	50	4258228	1.2
	"Virginia"	"51"	"2015"	"2015"	"Male"	"M"	226	4124765	5.5
	"Washington"	"53"	"1999"	"1999"	"Female"	"F"	23	2934901	0.8
	"Washington"	"53"	"1999"	"1999"	"Male"	"M"	85	2907663	2.9
	"Washington"	"53"	"2000"	"2000"	"Female"	"F"	25	2959821	0.8
	"Washington"	"53"	"2000"	"2000"	"Male"	"M"	87	2934300	3.0
	"Washington"	"53"	"2001"	"2001"	"Female"	"F"	29	3002080	1.0
	"Washington"	"53"	"2001"	"2001"	"Male"	"M"	77	2983642	2.6
	"Washington"	"53"	"2002"	"2002"	"Female"	"F"	21	3036742	0.7
	"Washington"	"53"	"2002"	"2002"	"Male"	"M"	89	3015607	3.0
	"Washington"	"53"	"2003"	"2003"	"Female"	"F"	15	3065739	Unreliable
	"Washington"	"53"	"2003"	"2003"	"Male"	"M"	96	3038376	3.2
	"Washington"	"53"	"2004"	"2004"	"Female"	"F"	21	3107815	0.7
	"Washington"	"53"	"2004"	"2004"	"Male"	"M"	101	3070830	3.3
	"Washington"	"53"	"2005"	"2005"	"Female"	"F"	32	3145396	1.0
	"Washington"	"53"	"2005"	"2005"	"Male"	"M"	109	3111909	3.5
	"Washington"	"53"	"2006"	"2006"	"Female"	"F"	23	3200695	0.7
	"Washington"	"53"	"2006"	"2006"	"Male"	"M"	100	3170058	3.2
	"Washington"	"53"	"2007"	"2007"	"Female"	"F"	22	3247800	0.7
	"Washington"	"53"	"2007"	"2007"	"Male"	"M"	102	3213787	3.2
	"Washington"	"53"	"2008"	"2008"	"Female"	"F"	21	3293162	0.6
	"Washington"	"53"	"2008"	"2008"	"Male"	"M"	106	3269069	3.2
	"Washington"	"53"	"2009"	"2009"	"Female"	"F"	26	3343920	0.8
	"Washington"	"53"	"2009"	"2009"	"Male"	"M"	92	3323506	2.8
	"Washington"	"53"	"2010"	"2010"	"Female"	"F"	27	3374833	0.8
	"Washington"	"53"	"2010"	"2010"	"Male"	"M"	87	3349707	2.6
	"Washington"	"53"	"2011"	"2011"	"Female"	"F"	20	3420356	0.6
	"Washington"	"53"	"2011"	"2011"	"Male"	"M"	68	3409682	2.0
	"Washington"	"53"	"2012"	"2012"	"Female"	"F"	32	3455462	0.9
	"Washington"	"53"	"2012"	"2012"	"Male"	"M"	95	3441550	2.8
	"Washington"	"53"	"2013"	"2013"	"Female"	"F"	16	3488736	Unreliable
	"Washington"	"53"	"2013"	"2013"	"Male"	"M"	100	3482670	2.9
	"Washington"	"53"	"2014"	"2014"	"Female"	"F"	24	3531595	0.7
	"Washington"	"53"	"2014"	"2014"	"Male"	"M"	96	3529935	2.7
	"Washington"	"53"	"2015"	"2015"	"Female"	"F"	39	3585353	1.1
	"Washington"	"53"	"2015"	"2015"	"Male"	"M"	123	3584998	3.4
	"West Virginia"	"54"	"1999"	"1999"	"Female"	"F"	16	931809	Unreliable
	"West Virginia"	"54"	"1999"	"1999"	"Male"	"M"	46	879990	5.2
	"West Virginia"	"54"	"2000"	"2000"	"Female"	"F"	11	929174	Unreliable
	"West Virginia"	"54"	"2000"	"2000"	"Male"	"M"	45	879170	5.1
	"West Virginia"	"54"	"2001"	"2001"	"Female"	"F"	13	923643	Unreliable
	"West Virginia"	"54"	"2001"	"2001"	"Male"	"M"	25	877838	2.8
	"West Virginia"	"54"	"2002"	"2002"	"Female"	"F"	15	923841	Unreliable
	"West Virginia"	"54"	"2002"	"2002"	"Male"	"M"	51	881573	5.8
	"West Virginia"	"54"	"2003"	"2003"	"Female"	"F"	15	925835	Unreliable
	"West Virginia"	"54"	"2003"	"2003"	"Male"	"M"	45	886460	5.1
	"West Virginia"	"54"	"2004"	"2004"	"Female"	"F"	18	927027	Unreliable
	"West Virginia"	"54"	"2004"	"2004"	"Male"	"M"	34	889411	3.8
	"West Virginia"	"54"	"2005"	"2005"	"Female"	"F"	15	927690	Unreliable
	"West Virginia"	"54"	"2005"	"2005"	"Male"	"M"	42	892802	4.7
	"West Virginia"	"54"	"2006"	"2006"	"Female"	"F"	22	930605	2.4
	"West Virginia"	"54"	"2006"	"2006"	"Male"	"M"	35	897307	3.9
	"West Virginia"	"54"	"2007"	"2007"	"Female"	"F"	12	932683	Unreliable
	"West Virginia"	"54"	"2007"	"2007"	"Male"	"M"	34	901369	3.8
	"West Virginia"	"54"	"2008"	"2008"	"Female"	"F"	14	934911	Unreliable
	"West Virginia"	"54"	"2008"	"2008"	"Male"	"M"	23	905399	2.5
	"West Virginia"	"54"	"2009"	"2009"	"Female"	"F"	17	937434	Unreliable
	"West Virginia"	"54"	"2009"	"2009"	"Male"	"M"	40	910341	4.4
	"West Virginia"	"54"	"2010"	"2010"	"Female"	"F"	11	939408	Unreliable
	"West Virginia"	"54"	"2010"	"2010"	"Male"	"M"	36	913586	3.9
	"West Virginia"	"54"	"2011"	"2011"	"Female"	"F"	20	940283	2.1
	"West Virginia"	"54"	"2011"	"2011"	"Male"	"M"	41	915081	4.5
	"West Virginia"	"54"	"2012"	"2012"	"Female"	"F"	19	940008	Unreliable
	"West Virginia"	"54"	"2012"	"2012"	"Male"	"M"	47	915405	5.1
	"West Virginia"	"54"	"2013"	"2013"	"Male"	"M"	36	915576	3.9
	"West Virginia"	"54"	"2014"	"2014"	"Female"	"F"	17	936411	Unreliable
	"West Virginia"	"54"	"2014"	"2014"	"Male"	"M"	41	913915	4.5
	"West Virginia"	"54"	"2015"	"2015"	"Female"	"F"	12	933068	Unreliable
	"West Virginia"	"54"	"2015"	"2015"	"Male"	"M"	38	911060	4.2
	"Wisconsin"	"55"	"1999"	"1999"	"Female"	"F"	20	2701525	0.7
	"Wisconsin"	"55"	"1999"	"1999"	"Male"	"M"	108	2631141	4.1
	"Wisconsin"	"55"	"2000"	"2000"	"Female"	"F"	19	2714634	Unreliable
	"Wisconsin"	"55"	"2000"	"2000"	"Male"	"M"	93	2649041	3.5
	"Wisconsin"	"55"	"2001"	"2001"	"Female"	"F"	25	2733647	0.9
	"Wisconsin"	"55"	"2001"	"2001"	"Male"	"M"	109	2673188	4.1
	"Wisconsin"	"55"	"2002"	"2002"	"Female"	"F"	23	2751697	0.8
	"Wisconsin"	"55"	"2002"	"2002"	"Male"	"M"	99	2693465	3.7
	"Wisconsin"	"55"	"2003"	"2003"	"Female"	"F"	26	2766901	0.9
	"Wisconsin"	"55"	"2003"	"2003"	"Male"	"M"	114	2712302	4.2
	"Wisconsin"	"55"	"2004"	"2004"	"Female"	"F"	17	2782678	Unreliable
	"Wisconsin"	"55"	"2004"	"2004"	"Male"	"M"	76	2731348	2.8
	"Wisconsin"	"55"	"2005"	"2005"	"Female"	"F"	21	2797061	0.8
	"Wisconsin"	"55"	"2005"	"2005"	"Male"	"M"	138	2749105	5.0
	"Wisconsin"	"55"	"2006"	"2006"	"Female"	"F"	20	2812276	0.7
	"Wisconsin"	"55"	"2006"	"2006"	"Male"	"M"	90	2765379	3.3
	"Wisconsin"	"55"	"2007"	"2007"	"Female"	"F"	29	2827782	1.0
	"Wisconsin"	"55"	"2007"	"2007"	"Male"	"M"	103	2782993	3.7
	"Wisconsin"	"55"	"2008"	"2008"	"Female"	"F"	21	2842268	0.7
	"Wisconsin"	"55"	"2008"	"2008"	"Male"	"M"	60	2798728	2.1
	"Wisconsin"	"55"	"2009"	"2009"	"Female"	"F"	27	2856103	0.9
	"Wisconsin"	"55"	"2009"	"2009"	"Male"	"M"	76	2813161	2.7
	"Wisconsin"	"55"	"2010"	"2010"	"Female"	"F"	15	2864586	Unreliable
	"Wisconsin"	"55"	"2010"	"2010"	"Male"	"M"	91	2822400	3.2
	"Wisconsin"	"55"	"2011"	"2011"	"Female"	"F"	12	2875675	Unreliable
	"Wisconsin"	"55"	"2011"	"2011"	"Male"	"M"	74	2836092	2.6
	"Wisconsin"	"55"	"2012"	"2012"	"Female"	"F"	18	2883326	Unreliable
	"Wisconsin"	"55"	"2012"	"2012"	"Male"	"M"	108	2843072	3.8
	"Wisconsin"	"55"	"2013"	"2013"	"Female"	"F"	22	2890553	0.8
	"Wisconsin"	"55"	"2013"	"2013"	"Male"	"M"	93	2852160	3.3
	"Wisconsin"	"55"	"2014"	"2014"	"Female"	"F"	24	2898057	0.8
	"Wisconsin"	"55"	"2014"	"2014"	"Male"	"M"	97	2859507	3.4
	"Wisconsin"	"55"	"2015"	"2015"	"Female"	"F"	27	2903737	0.9
	"Wisconsin"	"55"	"2015"	"2015"	"Male"	"M"	148	2867600	5.2
	"Wyoming"	"56"	"2009"	"2009"	"Male"	"M"	10	285805	Unreliable
